N,P,K,SoilType,Season,PreviousCrop,Crop,RequiredNutrient
21,13,44,Black,Kharif,Wheat,Wheat,Phosphorus
29,27,11,Red,Rabi,Onion,Onion,Potassium
26,79,54,Clay,Rabi,Potato,Potato,Nitrogen
27,55,50,Black,Summer,Maize,Maize,Nitrogen
76,49,49,Sandy,Summer,Onion,Onion,Phosphorus
29,69,46,Sandy,Rabi,Tomato,Tomato,Nitrogen
12,73,19,Black,Rabi,Onion,Onion,Nitrogen
71,58,55,Sandy,Rabi,Potato,Potato,None
64,67,8,Sandy,Summer,Sugarcane,Sugarcane,Potassium
38,64,19,Red,Kharif,Onion,Onion,Potassium
18,47,55,Clay,Rabi,Potato,Potato,Nitrogen
79,25,56,Red,Rabi,Millet,Millet,Phosphorus
53,78,48,Sandy,Kharif,Cotton,Cotton,None
56,21,33,Sandy,Rabi,Potato,Potato,Phosphorus
42,69,10,Black,Rabi,Maize,Maize,Potassium
59,36,33,Clay,Summer,Cotton,Cotton,Potassium
19,31,54,Black,Rabi,Wheat,Wheat,Nitrogen
27,15,24,Red,Kharif,Pulses,Pulses,Phosphorus
45,12,39,Clay,Rabi,Onion,Onion,Phosphorus
25,36,17,Sandy,Rabi,Chickpea,Chickpea,Potassium
18,38,59,Sandy,Kharif,Rice,Rice,Nitrogen
52,70,18,Black,Summer,Cotton,Cotton,Potassium
14,29,56,Black,Rabi,Millet,Millet,Nitrogen
44,32,33,Clay,Kharif,Potato,Potato,Phosphorus
65,46,26,Red,Summer,Millet,Millet,Potassium
14,28,12,Black,Kharif,Sugarcane,Sugarcane,Potassium
12,62,53,Sandy,Kharif,Sorghum,Sorghum,Nitrogen
53,59,7,Black,Kharif,Sorghum,Sorghum,Potassium
58,60,51,Red,Summer,Wheat,Wheat,None
65,72,27,Red,Kharif,Tomato,Tomato,Potassium
37,13,51,Clay,Kharif,Potato,Potato,Phosphorus
50,52,53,Sandy,Rabi,Pulses,Pulses,Nitrogen
18,70,9,Clay,Rabi,Sugarcane,Sugarcane,Potassium
52,29,35,Sandy,Summer,Onion,Onion,Phosphorus
69,80,39,Clay,Summer,Pulses,Pulses,Potassium
66,40,19,Red,Kharif,Sorghum,Sorghum,Potassium
37,38,14,Sandy,Rabi,Sugarcane,Sugarcane,Potassium
65,43,6,Black,Summer,Sunflower,Sunflower,Potassium
21,72,59,Sandy,Rabi,Tomato,Tomato,Nitrogen
34,37,56,Red,Rabi,Wheat,Wheat,Nitrogen
14,46,45,Black,Rabi,Sorghum,Sorghum,Nitrogen
64,47,59,Black,Rabi,Potato,Potato,Phosphorus
67,58,44,Clay,Summer,Wheat,Wheat,None
76,16,57,Sandy,Rabi,Soybean,Soybean,Phosphorus
20,31,55,Red,Rabi,Chickpea,Chickpea,Nitrogen
15,80,37,Red,Kharif,Rice,Rice,Nitrogen
18,77,6,Red,Summer,Soybean,Soybean,Potassium
42,44,59,Sandy,Kharif,Sunflower,Sunflower,Nitrogen
76,62,45,Clay,Kharif,Groundnut,Groundnut,None
62,25,33,Black,Kharif,Chickpea,Chickpea,Phosphorus
45,15,14,Sandy,Rabi,Wheat,Wheat,Potassium
70,17,21,Black,Rabi,Groundnut,Groundnut,Phosphorus
75,37,6,Red,Kharif,Onion,Onion,Potassium
74,71,6,Red,Summer,Tomato,Tomato,Potassium
55,72,27,Black,Summer,Chickpea,Chickpea,Potassium
72,19,22,Red,Rabi,Maize,Maize,Phosphorus
13,55,16,Black,Rabi,Millet,Millet,Nitrogen
54,17,42,Black,Summer,Onion,Onion,Phosphorus
71,74,43,Black,Summer,Chickpea,Chickpea,None
12,14,50,Clay,Summer,Potato,Potato,Nitrogen
18,54,49,Clay,Kharif,Sorghum,Sorghum,Nitrogen
76,77,7,Clay,Summer,Wheat,Wheat,Potassium
73,30,31,Red,Kharif,Rice,Rice,Phosphorus
75,56,26,Red,Summer,Tomato,Tomato,Potassium
53,57,18,Sandy,Rabi,Sugarcane,Sugarcane,Potassium
76,44,15,Red,Rabi,Groundnut,Groundnut,Potassium
64,31,42,Black,Summer,Potato,Potato,Phosphorus
78,28,34,Sandy,Summer,Wheat,Wheat,Phosphorus
60,10,26,Clay,Kharif,Sugarcane,Sugarcane,Phosphorus
71,66,57,Sandy,Summer,Rice,Rice,None
49,12,56,Sandy,Rabi,Sugarcane,Sugarcane,Phosphorus
32,78,15,Red,Rabi,Chickpea,Chickpea,Potassium
26,15,55,Clay,Kharif,Sugarcane,Sugarcane,Phosphorus
62,75,47,Sandy,Rabi,Pulses,Pulses,None
38,59,40,Sandy,Kharif,Chickpea,Chickpea,Nitrogen
49,17,26,Red,Kharif,Onion,Onion,Phosphorus
52,15,7,Clay,Kharif,Chickpea,Chickpea,Potassium
44,78,14,Sandy,Kharif,Groundnut,Groundnut,Potassium
32,27,10,Black,Rabi,Sugarcane,Sugarcane,Potassium
20,49,28,Clay,Summer,Onion,Onion,Nitrogen
29,34,28,Black,Rabi,Barley,Barley,Potassium
45,61,41,Clay,Summer,Onion,Onion,Potassium
32,34,17,Clay,Rabi,Pulses,Pulses,Potassium
37,67,17,Clay,Rabi,Potato,Potato,Potassium
78,43,14,Sandy,Summer,Tomato,Tomato,Potassium
50,65,34,Black,Kharif,Chickpea,Chickpea,Potassium
68,28,60,Sandy,Rabi,Cotton,Cotton,Phosphorus
57,29,51,Sandy,Kharif,Sunflower,Sunflower,Phosphorus
53,24,52,Sandy,Rabi,Millet,Millet,Phosphorus
44,79,27,Red,Kharif,Cotton,Cotton,Potassium
35,16,38,Black,Rabi,Onion,Onion,Phosphorus
48,63,40,Sandy,Kharif,Tomato,Tomato,Potassium
76,36,16,Clay,Summer,Sorghum,Sorghum,Potassium
60,33,32,Black,Kharif,Tomato,Tomato,Potassium
15,58,15,Sandy,Summer,Sorghum,Sorghum,Nitrogen
45,66,5,Sandy,Rabi,Soybean,Soybean,Potassium
72,11,47,Black,Kharif,Sorghum,Sorghum,Phosphorus
32,79,48,Black,Kharif,Pulses,Pulses,Nitrogen
11,10,56,Sandy,Rabi,Wheat,Wheat,Phosphorus
45,57,47,Black,Rabi,Millet,Millet,Nitrogen
39,20,49,Black,Summer,Chickpea,Chickpea,Phosphorus
50,44,46,Black,Rabi,Groundnut,Groundnut,Phosphorus
76,48,13,Sandy,Summer,Wheat,Wheat,Potassium
63,26,42,Red,Kharif,Cotton,Cotton,Phosphorus
49,66,59,Red,Kharif,Maize,Maize,Nitrogen
22,28,57,Red,Rabi,Pulses,Pulses,Nitrogen
80,12,42,Red,Summer,Sugarcane,Sugarcane,Phosphorus
10,76,25,Black,Summer,Barley,Barley,Nitrogen
61,13,56,Clay,Rabi,Tomato,Tomato,Phosphorus
29,37,54,Black,Summer,Rice,Rice,Nitrogen
53,32,32,Clay,Kharif,Rice,Rice,Phosphorus
38,12,50,Black,Kharif,Rice,Rice,Phosphorus
74,38,13,Black,Kharif,Soybean,Soybean,Potassium
14,44,51,Clay,Kharif,Sunflower,Sunflower,Nitrogen
19,70,34,Clay,Kharif,Maize,Maize,Nitrogen
47,60,50,Sandy,Summer,Groundnut,Groundnut,Nitrogen
60,51,9,Sandy,Kharif,Pulses,Pulses,Potassium
12,49,47,Sandy,Kharif,Cotton,Cotton,Nitrogen
26,15,27,Red,Kharif,Tomato,Tomato,Phosphorus
26,26,44,Sandy,Kharif,Cotton,Cotton,Nitrogen
23,59,9,Clay,Summer,Tomato,Tomato,Potassium
74,65,38,Red,Summer,Sunflower,Sunflower,Potassium
42,53,34,Black,Summer,Soybean,Soybean,Potassium
58,19,32,Clay,Summer,Onion,Onion,Phosphorus
31,63,8,Black,Summer,Soybean,Soybean,Potassium
30,69,10,Black,Kharif,Millet,Millet,Potassium
61,58,31,Sandy,Rabi,Maize,Maize,Potassium
43,27,15,Clay,Summer,Barley,Barley,Potassium
38,44,20,Sandy,Summer,Maize,Maize,Potassium
50,63,14,Black,Kharif,Groundnut,Groundnut,Potassium
30,37,56,Red,Kharif,Sugarcane,Sugarcane,Nitrogen
15,69,60,Clay,Kharif,Onion,Onion,Nitrogen
55,51,14,Clay,Kharif,Barley,Barley,Potassium
58,64,12,Sandy,Rabi,Maize,Maize,Potassium
13,40,35,Clay,Rabi,Rice,Rice,Nitrogen
21,59,21,Clay,Summer,Wheat,Wheat,Nitrogen
24,65,32,Red,Kharif,Sunflower,Sunflower,Nitrogen
54,57,25,Red,Rabi,Maize,Maize,Potassium
41,76,52,Clay,Kharif,Millet,Millet,Nitrogen
27,24,33,Red,Summer,Pulses,Pulses,Phosphorus
75,68,42,Sandy,Summer,Sunflower,Sunflower,None
35,17,22,Black,Summer,Sunflower,Sunflower,Phosphorus
77,65,54,Red,Kharif,Pulses,Pulses,None
35,51,55,Red,Summer,Potato,Potato,Nitrogen
51,51,35,Red,Kharif,Sugarcane,Sugarcane,Potassium
34,59,37,Sandy,Summer,Groundnut,Groundnut,Nitrogen
34,41,36,Black,Rabi,Maize,Maize,Nitrogen
77,44,35,Red,Kharif,Sorghum,Sorghum,Potassium
79,71,50,Sandy,Rabi,Groundnut,Groundnut,None
71,77,15,Clay,Summer,Maize,Maize,Potassium
63,63,6,Black,Rabi,Rice,Rice,Potassium
31,74,12,Clay,Summer,Sorghum,Sorghum,Potassium
78,72,26,Clay,Rabi,Barley,Barley,Potassium
52,59,55,Black,Kharif,Onion,Onion,None
80,13,37,Black,Rabi,Rice,Rice,Phosphorus
24,36,37,Black,Kharif,Soybean,Soybean,Nitrogen
42,56,56,Clay,Summer,Potato,Potato,Nitrogen
30,32,27,Red,Kharif,Rice,Rice,Potassium
25,44,21,Red,Kharif,Barley,Barley,Potassium
57,79,12,Black,Summer,Cotton,Cotton,Potassium
49,67,39,Black,Kharif,Sunflower,Sunflower,Potassium
63,66,37,Clay,Summer,Wheat,Wheat,Potassium
46,48,15,Clay,Summer,Pulses,Pulses,Potassium
19,68,58,Black,Summer,Tomato,Tomato,Nitrogen
12,31,26,Sandy,Summer,Sorghum,Sorghum,Nitrogen
59,52,31,Clay,Rabi,Sorghum,Sorghum,Potassium
49,25,30,Red,Rabi,Maize,Maize,Phosphorus
72,26,12,Black,Rabi,Soybean,Soybean,Potassium
28,78,14,Black,Rabi,Groundnut,Groundnut,Potassium
41,39,60,Clay,Rabi,Rice,Rice,Phosphorus
28,60,59,Black,Summer,Chickpea,Chickpea,Nitrogen
24,13,59,Red,Summer,Wheat,Wheat,Phosphorus
37,68,60,Red,Rabi,Maize,Maize,Nitrogen
16,22,41,Sandy,Kharif,Onion,Onion,Nitrogen
40,60,58,Sandy,Rabi,Barley,Barley,Nitrogen
45,25,34,Clay,Summer,Wheat,Wheat,Phosphorus
68,61,50,Black,Rabi,Soybean,Soybean,None
21,63,41,Clay,Summer,Chickpea,Chickpea,Nitrogen
26,65,23,Red,Rabi,Groundnut,Groundnut,Potassium
73,47,7,Black,Rabi,Tomato,Tomato,Potassium
12,44,25,Red,Rabi,Pulses,Pulses,Nitrogen
78,55,46,Sandy,Rabi,Onion,Onion,None
41,25,58,Sandy,Kharif,Sunflower,Sunflower,Phosphorus
21,39,33,Clay,Kharif,Sorghum,Sorghum,Nitrogen
71,28,33,Black,Summer,Barley,Barley,Phosphorus
40,34,19,Clay,Rabi,Pulses,Pulses,Potassium
45,65,29,Sandy,Rabi,Millet,Millet,Potassium
26,71,32,Black,Kharif,Sugarcane,Sugarcane,Nitrogen
61,53,17,Sandy,Rabi,Millet,Millet,Potassium
55,10,9,Black,Kharif,Soybean,Soybean,Potassium
20,62,54,Sandy,Summer,Millet,Millet,Nitrogen
68,27,31,Red,Summer,Sunflower,Sunflower,Phosphorus
62,27,24,Red,Kharif,Pulses,Pulses,Potassium
67,64,43,Red,Kharif,Sugarcane,Sugarcane,None
36,40,44,Sandy,Kharif,Sorghum,Sorghum,Nitrogen
21,35,52,Red,Kharif,Sunflower,Sunflower,Nitrogen
51,32,35,Red,Summer,Onion,Onion,Phosphorus
72,36,51,Sandy,Summer,Maize,Maize,Phosphorus
24,25,35,Clay,Kharif,Tomato,Tomato,Nitrogen
66,69,46,Black,Summer,Onion,Onion,None
45,59,9,Sandy,Kharif,Groundnut,Groundnut,Potassium
19,32,30,Clay,Rabi,Sugarcane,Sugarcane,Nitrogen
11,33,50,Clay,Kharif,Cotton,Cotton,Nitrogen
10,78,12,Black,Rabi,Sugarcane,Sugarcane,Nitrogen
52,51,50,Red,Summer,Cotton,Cotton,None
74,56,47,Black,Kharif,Potato,Potato,None
36,32,6,Sandy,Kharif,Maize,Maize,Potassium
25,68,24,Clay,Kharif,Onion,Onion,Potassium
14,76,30,Red,Kharif,Potato,Potato,Nitrogen
71,31,48,Sandy,Kharif,Potato,Potato,Phosphorus
25,15,48,Red,Kharif,Sunflower,Sunflower,Phosphorus
55,19,11,Red,Kharif,Chickpea,Chickpea,Potassium
38,31,40,Clay,Rabi,Millet,Millet,Phosphorus
32,30,27,Black,Summer,Wheat,Wheat,Potassium
34,24,28,Red,Summer,Cotton,Cotton,Phosphorus
14,76,51,Clay,Rabi,Pulses,Pulses,Nitrogen
26,70,23,Black,Kharif,Potato,Potato,Potassium
19,27,10,Sandy,Kharif,Cotton,Cotton,Potassium
59,68,27,Sandy,Rabi,Onion,Onion,Potassium
27,48,47,Black,Summer,Cotton,Cotton,Nitrogen
67,20,60,Black,Summer,Sunflower,Sunflower,Phosphorus
31,41,36,Sandy,Kharif,Wheat,Wheat,Nitrogen
34,34,44,Clay,Summer,Sunflower,Sunflower,Nitrogen
75,71,59,Sandy,Summer,Cotton,Cotton,None
78,23,27,Sandy,Rabi,Tomato,Tomato,Phosphorus
10,35,58,Clay,Rabi,Potato,Potato,Nitrogen
40,11,19,Clay,Rabi,Wheat,Wheat,Phosphorus
56,69,41,Clay,Rabi,Wheat,Wheat,None
76,30,33,Red,Kharif,Cotton,Cotton,Phosphorus
18,24,20,Sandy,Rabi,Soybean,Soybean,Nitrogen
13,44,51,Clay,Rabi,Sugarcane,Sugarcane,Nitrogen
76,19,12,Red,Rabi,Soybean,Soybean,Potassium
35,79,48,Clay,Kharif,Pulses,Pulses,Nitrogen
13,65,16,Black,Summer,Rice,Rice,Nitrogen
53,31,8,Clay,Kharif,Sorghum,Sorghum,Potassium
25,35,40,Black,Summer,Sunflower,Sunflower,Nitrogen
48,64,28,Sandy,Rabi,Groundnut,Groundnut,Potassium
34,56,20,Red,Rabi,Potato,Potato,Potassium
73,27,23,Black,Rabi,Barley,Barley,Potassium
67,32,21,Sandy,Summer,Potato,Potato,Potassium
61,80,5,Clay,Kharif,Cotton,Cotton,Potassium
22,43,59,Clay,Kharif,Sugarcane,Sugarcane,Nitrogen
34,67,19,Black,Summer,Tomato,Tomato,Potassium
51,78,57,Red,Rabi,Cotton,Cotton,None
38,56,47,Red,Summer,Maize,Maize,Nitrogen
28,68,57,Sandy,Kharif,Sunflower,Sunflower,Nitrogen
28,36,7,Clay,Summer,Millet,Millet,Potassium
16,52,13,Sandy,Kharif,Sunflower,Sunflower,Potassium
10,60,13,Red,Kharif,Tomato,Tomato,Nitrogen
22,55,57,Sandy,Rabi,Chickpea,Chickpea,Nitrogen
51,13,7,Clay,Rabi,Pulses,Pulses,Potassium
40,12,41,Clay,Kharif,Soybean,Soybean,Phosphorus
58,42,44,Red,Summer,Onion,Onion,Phosphorus
11,73,13,Red,Kharif,Barley,Barley,Nitrogen
59,80,6,Clay,Summer,Soybean,Soybean,Potassium
17,35,32,Red,Kharif,Sorghum,Sorghum,Nitrogen
12,32,27,Sandy,Summer,Sugarcane,Sugarcane,Nitrogen
26,66,38,Black,Kharif,Millet,Millet,Nitrogen
68,22,36,Black,Kharif,Potato,Potato,Phosphorus
41,74,10,Clay,Kharif,Tomato,Tomato,Potassium
62,56,23,Black,Summer,Barley,Barley,Potassium
39,30,54,Red,Summer,Soybean,Soybean,Phosphorus
60,54,30,Red,Kharif,Potato,Potato,Potassium
45,11,26,Clay,Kharif,Rice,Rice,Phosphorus
33,41,9,Clay,Summer,Cotton,Cotton,Potassium
62,52,57,Black,Kharif,Tomato,Tomato,None
44,11,20,Clay,Kharif,Cotton,Cotton,Phosphorus
24,60,21,Sandy,Kharif,Potato,Potato,Potassium
60,76,21,Clay,Summer,Millet,Millet,Potassium
25,45,27,Red,Rabi,Sunflower,Sunflower,Nitrogen
57,23,37,Clay,Rabi,Rice,Rice,Phosphorus
27,12,39,Black,Summer,Barley,Barley,Phosphorus
74,33,51,Clay,Rabi,Rice,Rice,Phosphorus
21,79,26,Black,Kharif,Onion,Onion,Nitrogen
76,35,39,Clay,Kharif,Maize,Maize,Phosphorus
44,59,60,Clay,Rabi,Groundnut,Groundnut,Nitrogen
70,61,18,Clay,Rabi,Pulses,Pulses,Potassium
20,78,45,Clay,Kharif,Chickpea,Chickpea,Nitrogen
38,75,9,Clay,Kharif,Barley,Barley,Potassium
50,54,41,Red,Rabi,Millet,Millet,Potassium
80,67,59,Sandy,Rabi,Sugarcane,Sugarcane,None
25,15,11,Clay,Kharif,Sugarcane,Sugarcane,Potassium
38,18,43,Black,Rabi,Groundnut,Groundnut,Phosphorus
12,47,50,Black,Kharif,Maize,Maize,Nitrogen
66,55,27,Sandy,Rabi,Potato,Potato,Potassium
80,13,22,Sandy,Summer,Sunflower,Sunflower,Phosphorus
40,78,28,Sandy,Kharif,Soybean,Soybean,Potassium
28,37,50,Clay,Rabi,Maize,Maize,Nitrogen
37,42,47,Clay,Kharif,Sugarcane,Sugarcane,Nitrogen
46,33,19,Clay,Rabi,Potato,Potato,Potassium
39,74,47,Sandy,Summer,Groundnut,Groundnut,Nitrogen
65,36,52,Sandy,Kharif,Maize,Maize,Phosphorus
30,13,19,Red,Summer,Barley,Barley,Phosphorus
56,42,51,Sandy,Summer,Pulses,Pulses,Phosphorus
14,17,11,Red,Rabi,Maize,Maize,Potassium
49,35,45,Sandy,Rabi,Cotton,Cotton,Phosphorus
14,71,43,Red,Summer,Onion,Onion,Nitrogen
39,43,30,Sandy,Kharif,Chickpea,Chickpea,Potassium
24,17,21,Black,Summer,Potato,Potato,Phosphorus
18,10,38,Black,Kharif,Onion,Onion,Phosphorus
71,77,20,Clay,Summer,Groundnut,Groundnut,Potassium
58,78,17,Clay,Summer,Rice,Rice,Potassium
19,31,20,Red,Summer,Wheat,Wheat,Nitrogen
13,14,9,Clay,Rabi,Sugarcane,Sugarcane,Potassium
39,11,6,Black,Kharif,Chickpea,Chickpea,Potassium
75,46,5,Clay,Rabi,Cotton,Cotton,Potassium
42,40,30,Sandy,Summer,Groundnut,Groundnut,Potassium
79,45,54,Sandy,Summer,Wheat,Wheat,Phosphorus
56,37,34,Sandy,Rabi,Pulses,Pulses,Potassium
44,17,6,Black,Kharif,Potato,Potato,Potassium
33,61,33,Sandy,Kharif,Chickpea,Chickpea,Nitrogen
62,65,46,Sandy,Rabi,Potato,Potato,None
71,55,6,Black,Summer,Barley,Barley,Potassium
66,56,60,Black,Summer,Tomato,Tomato,None
41,34,52,Black,Rabi,Wheat,Wheat,Phosphorus
34,22,19,Black,Kharif,Onion,Onion,Potassium
70,45,14,Clay,Summer,Pulses,Pulses,Potassium
54,43,33,Clay,Summer,Barley,Barley,Potassium
14,73,57,Clay,Rabi,Barley,Barley,Nitrogen
31,45,54,Clay,Kharif,Potato,Potato,Nitrogen
42,35,15,Clay,Summer,Barley,Barley,Potassium
19,20,58,Black,Rabi,Barley,Barley,Nitrogen
16,71,41,Sandy,Rabi,Potato,Potato,Nitrogen
64,19,30,Clay,Kharif,Barley,Barley,Phosphorus
56,77,59,Red,Summer,Barley,Barley,None
11,40,12,Clay,Kharif,Sugarcane,Sugarcane,Nitrogen
12,74,20,Clay,Kharif,Barley,Barley,Nitrogen
16,16,29,Black,Rabi,Rice,Rice,Nitrogen
59,48,12,Clay,Kharif,Wheat,Wheat,Potassium
71,55,20,Black,Kharif,Potato,Potato,Potassium
61,65,27,Black,Summer,Millet,Millet,Potassium
31,39,16,Red,Summer,Barley,Barley,Potassium
52,46,47,Red,Rabi,Rice,Rice,Phosphorus
21,14,16,Sandy,Kharif,Pulses,Pulses,Phosphorus
18,39,31,Black,Kharif,Wheat,Wheat,Nitrogen
64,75,17,Black,Rabi,Barley,Barley,Potassium
66,47,11,Sandy,Kharif,Cotton,Cotton,Potassium
47,59,5,Clay,Rabi,Wheat,Wheat,Potassium
70,30,23,Red,Kharif,Chickpea,Chickpea,Potassium
38,42,35,Red,Summer,Soybean,Soybean,Potassium
36,24,52,Red,Kharif,Sunflower,Sunflower,Phosphorus
15,20,54,Black,Summer,Sunflower,Sunflower,Nitrogen
50,18,40,Red,Rabi,Chickpea,Chickpea,Phosphorus
49,40,60,Sandy,Rabi,Tomato,Tomato,Phosphorus
11,19,12,Sandy,Rabi,Barley,Barley,Nitrogen
10,43,52,Black,Summer,Pulses,Pulses,Nitrogen
31,78,46,Red,Summer,Groundnut,Groundnut,Nitrogen
65,10,19,Black,Summer,Onion,Onion,Phosphorus
44,45,17,Clay,Rabi,Potato,Potato,Potassium
59,33,22,Black,Kharif,Cotton,Cotton,Potassium
41,10,59,Red,Kharif,Cotton,Cotton,Phosphorus
78,16,38,Sandy,Summer,Rice,Rice,Phosphorus
58,13,51,Clay,Summer,Millet,Millet,Phosphorus
37,52,22,Black,Rabi,Maize,Maize,Potassium
77,29,10,Black,Summer,Chickpea,Chickpea,Potassium
27,61,42,Red,Summer,Soybean,Soybean,Nitrogen
27,75,27,Black,Summer,Barley,Barley,Nitrogen
78,41,9,Red,Summer,Groundnut,Groundnut,Potassium
11,32,32,Red,Summer,Sunflower,Sunflower,Nitrogen
33,59,39,Red,Summer,Wheat,Wheat,Nitrogen
66,13,38,Clay,Kharif,Pulses,Pulses,Phosphorus
38,80,45,Clay,Rabi,Rice,Rice,Nitrogen
16,35,36,Clay,Kharif,Tomato,Tomato,Nitrogen
58,73,21,Sandy,Rabi,Barley,Barley,Potassium
31,29,56,Clay,Kharif,Wheat,Wheat,Phosphorus
13,24,11,Black,Summer,Wheat,Wheat,Potassium
40,61,56,Black,Kharif,Rice,Rice,Nitrogen
68,40,45,Clay,Rabi,Wheat,Wheat,Phosphorus
16,51,23,Red,Summer,Potato,Potato,Nitrogen
65,12,14,Red,Summer,Chickpea,Chickpea,Phosphorus
37,29,37,Red,Rabi,Wheat,Wheat,Phosphorus
59,72,12,Red,Summer,Sugarcane,Sugarcane,Potassium
33,30,54,Black,Kharif,Sugarcane,Sugarcane,Phosphorus
55,44,54,Red,Rabi,Onion,Onion,Phosphorus
77,75,9,Clay,Summer,Sorghum,Sorghum,Potassium
19,42,55,Black,Summer,Pulses,Pulses,Nitrogen
35,57,6,Red,Rabi,Soybean,Soybean,Potassium
45,60,13,Clay,Kharif,Groundnut,Groundnut,Potassium
52,63,31,Black,Summer,Potato,Potato,Potassium
47,64,52,Clay,Rabi,Cotton,Cotton,Nitrogen
35,18,8,Black,Summer,Onion,Onion,Potassium
28,53,5,Red,Kharif,Sugarcane,Sugarcane,Potassium
11,70,17,Sandy,Kharif,Millet,Millet,Nitrogen
62,26,12,Black,Rabi,Sorghum,Sorghum,Potassium
69,14,47,Black,Kharif,Wheat,Wheat,Phosphorus
34,70,36,Red,Summer,Potato,Potato,Nitrogen
80,51,43,Clay,Kharif,Maize,Maize,None
51,15,9,Red,Kharif,Maize,Maize,Potassium
11,12,19,Sandy,Kharif,Sorghum,Sorghum,Nitrogen
80,42,38,Clay,Rabi,Barley,Barley,Potassium
45,70,10,Sandy,Rabi,Rice,Rice,Potassium
52,29,28,Sandy,Rabi,Millet,Millet,Potassium
18,63,28,Sandy,Rabi,Millet,Millet,Nitrogen
61,10,13,Sandy,Rabi,Groundnut,Groundnut,Phosphorus
54,31,42,Clay,Summer,Cotton,Cotton,Phosphorus
31,14,25,Black,Kharif,Pulses,Pulses,Phosphorus
73,17,20,Black,Kharif,Groundnut,Groundnut,Phosphorus
50,34,55,Clay,Summer,Pulses,Pulses,Phosphorus
73,57,48,Clay,Kharif,Groundnut,Groundnut,None
67,76,15,Sandy,Summer,Tomato,Tomato,Potassium
27,30,39,Clay,Kharif,Sorghum,Sorghum,Nitrogen
61,27,40,Red,Kharif,Sugarcane,Sugarcane,Phosphorus
26,73,33,Sandy,Rabi,Pulses,Pulses,Nitrogen
20,72,44,Sandy,Rabi,Groundnut,Groundnut,Nitrogen
62,25,45,Red,Summer,Rice,Rice,Phosphorus
62,20,5,Sandy,Rabi,Tomato,Tomato,Potassium
66,42,20,Black,Summer,Onion,Onion,Potassium
43,76,27,Red,Rabi,Sunflower,Sunflower,Potassium
16,21,36,Black,Rabi,Barley,Barley,Nitrogen
76,37,51,Black,Kharif,Cotton,Cotton,Phosphorus
40,51,21,Red,Kharif,Millet,Millet,Potassium
10,26,36,Sandy,Summer,Sunflower,Sunflower,Nitrogen
72,15,18,Black,Kharif,Soybean,Soybean,Phosphorus
46,79,6,Sandy,Kharif,Sugarcane,Sugarcane,Potassium
43,51,5,Black,Kharif,Sunflower,Sunflower,Potassium
17,65,23,Red,Kharif,Tomato,Tomato,Nitrogen
74,47,51,Red,Kharif,Wheat,Wheat,Phosphorus
55,58,51,Black,Kharif,Pulses,Pulses,None
21,44,26,Clay,Rabi,Wheat,Wheat,Nitrogen
43,77,48,Sandy,Summer,Groundnut,Groundnut,Nitrogen
40,59,60,Sandy,Summer,Chickpea,Chickpea,Nitrogen
66,16,49,Black,Rabi,Soybean,Soybean,Phosphorus
69,54,60,Sandy,Rabi,Wheat,Wheat,None
70,25,27,Black,Kharif,Soybean,Soybean,Phosphorus
72,48,17,Sandy,Rabi,Potato,Potato,Potassium
54,71,42,Sandy,Summer,Onion,Onion,None
16,75,33,Clay,Rabi,Cotton,Cotton,Nitrogen
27,16,20,Black,Rabi,Sorghum,Sorghum,Phosphorus
46,51,15,Sandy,Summer,Sorghum,Sorghum,Potassium
31,73,38,Black,Summer,Sorghum,Sorghum,Nitrogen
54,30,53,Clay,Summer,Chickpea,Chickpea,Phosphorus
67,68,31,Clay,Rabi,Wheat,Wheat,Potassium
52,20,13,Black,Kharif,Potato,Potato,Potassium
59,77,55,Black,Summer,Millet,Millet,None
51,68,24,Sandy,Kharif,Maize,Maize,Potassium
16,19,26,Sandy,Kharif,Pulses,Pulses,Nitrogen
53,37,18,Red,Summer,Sorghum,Sorghum,Potassium
47,73,21,Black,Kharif,Chickpea,Chickpea,Potassium
39,21,15,Red,Summer,Onion,Onion,Potassium
76,16,57,Clay,Rabi,Onion,Onion,Phosphorus
67,15,44,Sandy,Summer,Pulses,Pulses,Phosphorus
35,52,52,Clay,Summer,Chickpea,Chickpea,Nitrogen
58,41,36,Red,Rabi,Sunflower,Sunflower,Potassium
43,42,24,Sandy,Kharif,Cotton,Cotton,Potassium
37,42,34,Black,Rabi,Tomato,Tomato,Potassium
71,20,39,Sandy,Kharif,Sunflower,Sunflower,Phosphorus
48,45,21,Red,Summer,Barley,Barley,Potassium
21,33,58,Red,Summer,Sunflower,Sunflower,Nitrogen
70,47,33,Black,Summer,Sunflower,Sunflower,Potassium
26,48,47,Red,Rabi,Rice,Rice,Nitrogen
24,39,35,Black,Kharif,Barley,Barley,Nitrogen
28,53,57,Sandy,Rabi,Chickpea,Chickpea,Nitrogen
73,16,60,Red,Summer,Onion,Onion,Phosphorus
60,80,44,Clay,Rabi,Wheat,Wheat,None
42,77,43,Clay,Rabi,Rice,Rice,Nitrogen
33,73,26,Sandy,Rabi,Millet,Millet,Potassium
77,65,40,Clay,Summer,Sunflower,Sunflower,Potassium
76,13,50,Black,Summer,Tomato,Tomato,Phosphorus
44,64,42,Red,Summer,Cotton,Cotton,Potassium
24,17,17,Clay,Summer,Chickpea,Chickpea,Phosphorus
50,38,40,Sandy,Rabi,Soybean,Soybean,Phosphorus
